,tmp_var,amp_var,audio,subject,r_s,r_fs
118,0.0935521204573001,0.001700717098365631,9.0,7.0,0.05036184042900683,0.06278390706481483
119,0.0935521204573001,0.001700717098365631,9.0,8.0,0.029529218722401763,0.03237390877497811
120,0.0935521204573001,0.001700717098365631,9.0,9.0,0.027573677356072333,0.036077226939512236
121,0.0935521204573001,0.001700717098365631,9.0,10.0,0.03944706162743631,0.04445487661143107
122,0.0935521204573001,0.001700717098365631,9.0,11.0,0.05129096162622176,0.058647515997060584
123,0.0935521204573001,0.001700717098365631,9.0,12.0,0.019613452409087614,0.021724143712693114
124,0.0935521204573001,0.001700717098365631,9.0,13.0,0.02460104032880381,0.029097566018224785
125,0.0935521204573001,0.001700717098365631,9.0,14.0,0.05972892676076943,0.06981755074942496
126,0.09398576176480741,0.002010771682322231,10.0,1.0,0.039136964085993965,0.035466003703349396
127,0.09398576176480741,0.002010771682322231,10.0,2.0,0.03408744943643128,0.032768685277065196
128,0.09398576176480741,0.002010771682322231,10.0,3.0,0.010429064281257366,0.015241592242254994
129,0.09398576176480741,0.002010771682322231,10.0,4.0,0.02499220811555006,0.023433343391682862
130,0.09398576176480741,0.002010771682322231,10.0,5.0,0.0010187414857997887,0.005135163500853291
131,0.09398576176480741,0.002010771682322231,10.0,6.0,0.019430887180136695,0.02293422088415067
132,0.09398576176480741,0.002010771682322231,10.0,7.0,0.038907639487980365,0.05021201720255619
133,0.09398576176480741,0.002010771682322231,10.0,8.0,0.031003494088723608,0.03689017340239499
134,0.09398576176480741,0.002010771682322231,10.0,9.0,0.031763122992483836,0.032734001197684034
135,0.09398576176480741,0.002010771682322231,10.0,10.0,0.049031020122902065,0.051605234901375675
136,0.09398576176480741,0.002010771682322231,10.0,11.0,0.044045035878362754,0.05704754194723025
137,0.09398576176480741,0.002010771682322231,10.0,12.0,0.011942050678880963,0.011362078300398122
138,0.09398576176480741,0.002010771682322231,10.0,13.0,0.02931241912470892,0.030797022812442048
139,0.09398576176480741,0.002010771682322231,10.0,14.0,0.083753013161384,0.08102795065338436
140,0.08696139841004093,0.001632603720540712,11.0,1.0,0.042136175421742326,0.04334360902083898
141,0.08696139841004093,0.001632603720540712,11.0,2.0,0.054344191844385194,0.06298812366557176
142,0.08696139841004093,0.001632603720540712,11.0,3.0,0.02454880486745986,0.047580797205399046
143,0.08696139841004093,0.001632603720540712,11.0,4.0,0.013871812558670607,0.01604743945845848
144,0.08696139841004093,0.001632603720540712,11.0,5.0,0.027849624449061906,0.02599393987909863
145,0.08696139841004093,0.001632603720540712,11.0,6.0,0.03862475450601566,0.04182311797909116
146,0.08696139841004093,0.001632603720540712,11.0,7.0,-0.004229568364594302,0.00018714026202999723
147,0.08696139841004093,0.001632603720540712,11.0,8.0,0.05832130099763066,0.05516959646204938
148,0.08696139841004093,0.001632603720540712,11.0,9.0,0.008087689390346868,0.006891109962593533
149,0.08696139841004093,0.001632603720540712,11.0,10.0,0.039393414624371834,0.038462814782238515
150,0.08696139841004093,0.001632603720540712,11.0,11.0,0.02658825438582905,0.03909122221642649
151,0.08696139841004093,0.001632603720540712,11.0,12.0,0.015209542643321706,0.015540741006551527
152,0.08696139841004093,0.001632603720540712,11.0,13.0,0.04398797155725057,0.04743894100736118
153,0.08696139841004093,0.001632603720540712,11.0,14.0,0.049840163052646914,0.05601266673763167
154,0.08984884084089707,0.0017180302664029277,12.0,1.0,0.032654347510271964,0.03512323001055933
155,0.08984884084089707,0.0017180302664029277,12.0,2.0,0.0073828839232692985,0.023255051493918752
156,0.08984884084089707,0.0017180302664029277,12.0,3.0,0.04159211099636271,0.05851901614217869
157,0.08984884084089707,0.0017180302664029277,12.0,4.0,0.00967230369269475,0.0102775461222696
158,0.08984884084089707,0.0017180302664029277,12.0,5.0,0.026137732614626315,0.02701409889852262
159,0.08984884084089707,0.0017180302664029277,12.0,6.0,0.038374223462066474,0.04442220292401511
160,0.08984884084089707,0.0017180302664029277,12.0,7.0,0.06978379247266553,0.07643470611243737
161,0.08984884084089707,0.0017180302664029277,12.0,8.0,0.03887779910163752,0.037282701534171236
162,0.08984884084089707,0.0017180302664029277,12.0,9.0,0.019633854784723792,0.02095414860270794
163,0.08984884084089707,0.0017180302664029277,12.0,10.0,0.050386304182083695,0.04919732590715898
164,0.08984884084089707,0.0017180302664029277,12.0,11.0,0.057938235313021245,0.05781273648849369
165,0.08984884084089707,0.0017180302664029277,12.0,12.0,0.017325905220152163,0.019927657589361655
166,0.08984884084089707,0.0017180302664029277,12.0,13.0,0.025181874390075302,0.03235176291663771
167,0.08984884084089707,0.0017180302664029277,12.0,14.0,0.04038899325794134,0.05142801219836648
168,0.09538495050473494,0.0017227408730134113,13.0,1.0,0.04584052658521381,0.047278101054400216
169,0.09538495050473494,0.0017227408730134113,13.0,2.0,0.040427291600385974,0.04838611809676707
170,0.09538495050473494,0.0017227408730134113,13.0,3.0,0.07191268154459558,0.08028451557822151
171,0.09538495050473494,0.0017227408730134113,13.0,4.0,0.0008701168933940498,0.0008827840451913378
172,0.09538495050473494,0.0017227408730134113,13.0,5.0,0.02638289988194706,0.02797425066029906
173,0.09538495050473494,0.0017227408730134113,13.0,6.0,0.04906815037906695,0.05018300241817301
174,0.09538495050473494,0.0017227408730134113,13.0,7.0,0.045707074527162696,0.06140470073820187
175,0.09538495050473494,0.0017227408730134113,13.0,8.0,0.03668547222366602,0.036433215374712974
176,0.09538495050473494,0.0017227408730134113,13.0,9.0,0.02670787431010203,0.029041251389289004
177,0.09538495050473494,0.0017227408730134113,13.0,10.0,0.05406198636887823,0.05849526431578678
178,0.09538495050473494,0.0017227408730134113,13.0,11.0,0.05479500300172416,0.0662630649019987
179,0.09538495050473494,0.0017227408730134113,13.0,12.0,0.030065621567538777,0.03044696036249031
180,0.09538495050473494,0.0017227408730134113,13.0,13.0,0.04446539071171782,0.04963138044013551
181,0.09538495050473494,0.0017227408730134113,13.0,14.0,0.07571590131682455,0.08587041364942881
182,0.09205495606839094,0.0021131001137787383,14.0,1.0,0.00031852300784333934,0.0002486473680608316
183,0.09205495606839094,0.0021131001137787383,14.0,2.0,0.021944788570149813,0.038491231682909584
184,0.09205495606839094,0.0021131001137787383,14.0,3.0,0.02550563613559126,0.029347733050367874
185,0.09205495606839094,0.0021131001137787383,14.0,4.0,0.004195164054744585,-0.0016078809162387096
186,0.09205495606839094,0.0021131001137787383,14.0,5.0,0.02640897554844697,0.02793732253881379
187,0.09205495606839094,0.0021131001137787383,14.0,6.0,0.013622340074177267,0.017778997108254153
188,0.09205495606839094,0.0021131001137787383,14.0,7.0,0.03459998313935993,0.04693488673172059
189,0.09205495606839094,0.0021131001137787383,14.0,8.0,0.008391746679247119,0.014006239164793552
190,0.09205495606839094,0.0021131001137787383,14.0,9.0,0.03238377637708228,0.035404603162794625
191,0.09205495606839094,0.0021131001137787383,14.0,10.0,0.04227975248914087,0.04590079758264251
192,0.09205495606839094,0.0021131001137787383,14.0,11.0,0.008214215098634172,0.00898311425875324
193,0.09205495606839094,0.0021131001137787383,14.0,12.0,0.016461688603344838,0.018019202796572705
194,0.09205495606839094,0.0021131001137787383,14.0,13.0,0.019832240813473682,0.023102637651299832
195,0.09205495606839094,0.0021131001137787383,14.0,14.0,0.04614205218292252,0.048046953864963125
