,subject,phoneme,weight,amplitude_var,phase_var,count,correlation
0,5,IY,0.01014169527244248,0.0012378694112643576,0.06599980992568094,1349,0.022716004690320576
1,5,OW,0.007575016153251806,0.001203938083650151,0.07070507974544218,607,0.022716004690320576
2,5,AE,0.00853738273206601,0.001818609564986389,0.0965472261887681,721,0.022716004690320576
3,5,AA,0.0079923632505812,0.0013476700733777902,0.06671433950192644,445,0.022716004690320576
4,5,EH,0.006958189335358517,0.0018155390565081496,0.07146555670357385,963,0.022716004690320576
5,5,ER,0.009489016711574639,0.0011355597921028878,0.07563977180555195,752,0.022716004690320576
6,5,IH,0.008109135046471663,0.0014827714721394045,0.08671454036159917,1870,0.022716004690320576
7,5,UH,0.002781780357187083,0.0010863614740065015,0.05874578906452449,227,0.022716004690320576
8,5,AH,0.012593194665999657,0.0013675487168092748,0.08072117576905538,3655,0.022716004690320576
9,5,AO,0.006120215779445625,0.001186681907473642,0.08254439747138653,581,0.022716004690320576
10,5,UW,0.008908567206135747,0.00040095398654107557,0.07774862690350667,404,0.022716004690320576
11,5,EY,0.007745945084931382,0.0013874258433351245,0.0705445874741546,517,0.022716004690320576
12,5,AY,0.011858070718472238,0.001654817325538124,0.10410378848024832,626,0.022716004690320576
13,5,OY,0.0033767043126072434,0.001315328652059948,0.07599584278155706,110,0.022716004690320576
14,5,AW,0.0058402194157511815,0.0010777934465830768,0.08910443827691215,264,0.022716004690320576
15,5,Y,0.0034524901159295844,0.0009359861589434442,0.08929362880886427,190,0.022716004690320576
16,5,L,0.009384435712908232,0.0007861109986912612,0.081077346743295,1392,0.022716004690320576
17,5,R,0.005750024441098122,0.000993281857759541,0.08713585228148335,1133,0.022716004690320576
18,5,W,0.01040919574763487,0.0009192832713842851,0.09080714303620821,946,0.022716004690320576
19,5,B,0.006813456910315313,0.0004036251751204172,0.09117958562735438,725,0.022716004690320576
20,5,D,0.009854020776936477,0.0003412828836440986,0.051288382944084054,1761,0.022716004690320576
21,5,F,0.006399579983382298,0.0002922442177223135,0.0708181578769814,715,0.022716004690320576
22,5,HH,0.006498936505364509,0.0006842883729673064,0.06396795053337109,1070,0.022716004690320576
23,5,K,0.009324375511877123,0.00046195616779781055,0.05887404370985775,931,0.022716004690320576
24,5,M,0.010706401426354406,0.0005502088469867727,0.08649637959759067,952,0.022716004690320576
25,5,N,0.009329022709295713,0.0005760286850681602,0.0740142743429722,2373,0.022716004690320576
26,5,P,0.01248803029148847,0.00030557063296763633,0.06813957971852709,455,0.022716004690320576
27,5,S,0.009582533984264502,0.000948525612409763,0.0790466853234765,1278,0.022716004690320576
28,5,T,0.015327821986439826,0.00046681895568169597,0.07936271600052762,2432,0.022716004690320576
29,5,V,0.005366626800398738,0.0004692946064571413,0.0677070707070707,500,0.022716004690320576
30,5,Z,0.008667460556556941,0.0007330359141780802,0.07816596656639029,944,0.022716004690320576
31,5,DH,0.007611355868499167,0.0003475515087490006,0.08300939003221817,1577,0.022716004690320576
32,5,NG,0.006834908689850451,0.0008730321558098486,0.07260897567920102,382,0.022716004690320576
33,5,G,0.006275534091767279,0.0006561455123342353,0.12069569070566079,295,0.022716004690320576
34,5,SH,0.008729999244601164,0.0014288682946305457,0.062101718425323124,279,0.022716004690320576
35,5,CH,0.004927368331002215,0.0007523296744396427,0.05537347707444559,118,0.022716004690320576
36,5,TH,0.0034066217581001615,0.0003852903116453581,0.08909949164851125,210,0.022716004690320576
37,5,ZH,0.0005625019621210146,0.0008710527003467043,0.12174999999999998,5,0.022716004690320576
38,5,JH,0.0055695388318230555,0.0009758183179604242,0.07389173671913327,83,0.022716004690320576
0,6,IY,0.010869382906396805,0.0012378694112643576,0.06599980992568094,1349,0.03520822242627989
1,6,OW,0.014168398046189275,0.001203938083650151,0.07070507974544218,607,0.03520822242627989
2,6,AE,0.012462258878084786,0.001818609564986389,0.0965472261887681,721,0.03520822242627989
3,6,AA,0.008140795017208035,0.0013476700733777902,0.06671433950192644,445,0.03520822242627989
4,6,EH,0.009282403953577451,0.0018155390565081496,0.07146555670357385,963,0.03520822242627989
5,6,ER,0.016279533334067064,0.0011355597921028878,0.07563977180555195,752,0.03520822242627989
6,6,IH,0.011238139804786667,0.0014827714721394045,0.08671454036159917,1870,0.03520822242627989
7,6,UH,0.004766976089743173,0.0010863614740065015,0.05874578906452449,227,0.03520822242627989
8,6,AH,0.017777504915168517,0.0013675487168092748,0.08072117576905538,3655,0.03520822242627989
9,6,AO,0.013589055823900513,0.001186681907473642,0.08254439747138653,581,0.03520822242627989
10,6,UW,0.006723259620092679,0.00040095398654107557,0.07774862690350667,404,0.03520822242627989
11,6,EY,0.011520209954659445,0.0013874258433351245,0.0705445874741546,517,0.03520822242627989
12,6,AY,0.008782164916897497,0.001654817325538124,0.10410378848024832,626,0.03520822242627989
13,6,OY,0.006218723439966824,0.001315328652059948,0.07599584278155706,110,0.03520822242627989
14,6,AW,0.009554130249171969,0.0010777934465830768,0.08910443827691215,264,0.03520822242627989
15,6,Y,0.00330004694600359,0.0009359861589434442,0.08929362880886427,190,0.03520822242627989
16,6,L,0.014982527588106951,0.0007861109986912612,0.081077346743295,1392,0.03520822242627989
17,6,R,0.006185706989552897,0.000993281857759541,0.08713585228148335,1133,0.03520822242627989
18,6,W,0.008840793129027625,0.0009192832713842851,0.09080714303620821,946,0.03520822242627989
19,6,B,0.009233968513497814,0.0004036251751204172,0.09117958562735438,725,0.03520822242627989
20,6,D,0.010287694165546476,0.0003412828836440986,0.051288382944084054,1761,0.03520822242627989
21,6,F,0.01209795871755963,0.0002922442177223135,0.0708181578769814,715,0.03520822242627989
22,6,HH,0.007157935492258567,0.0006842883729673064,0.06396795053337109,1070,0.03520822242627989
23,6,K,0.008912022741375245,0.00046195616779781055,0.05887404370985775,931,0.03520822242627989
24,6,M,0.007512199255643124,0.0005502088469867727,0.08649637959759067,952,0.03520822242627989
25,6,N,0.013995480469548974,0.0005760286850681602,0.0740142743429722,2373,0.03520822242627989
26,6,P,0.008402143494062403,0.00030557063296763633,0.06813957971852709,455,0.03520822242627989
27,6,S,0.00895774486275785,0.000948525612409763,0.0790466853234765,1278,0.03520822242627989
28,6,T,0.022799427262760588,0.00046681895568169597,0.07936271600052762,2432,0.03520822242627989
