,subject,phoneme,weight,svar,tvar,count
0,sub-001,IY,0.4545707780981124,0.003489085941800727,0.0716426874336437,1349
1,sub-001,OW,0.08292211875987457,0.0043541044042321895,0.07542279704553181,607
2,sub-001,AE,0.06626811194630354,0.006931779914101594,0.08205709516098753,721
3,sub-001,AA,0.04601675497737339,0.005679000119180113,0.06051876764022296,445
4,sub-001,EH,0.08656802248032146,0.006138875847706132,0.0813697448883545,963
5,sub-001,ER,0.09115172921319087,0.004988506932666679,0.08705811770971346,752
6,sub-001,IH,0.4485282188134023,0.003940573912407193,0.08274110856463797,1870
7,sub-001,UH,0.03211137047300343,0.004253789146951239,0.07313111245477143,227
8,sub-001,AH,0.3280583106808347,0.0049274698832071015,0.07982897631324444,3655
9,sub-001,AO,0.05389613800752122,0.004308807680753006,0.07683076391587858,581
10,sub-001,UW,0.0474694331493305,0.0017324031971243884,0.07266879366508079,404
11,sub-001,EY,0.4610090668786298,0.0034973143939532408,0.07274070303102899,517
12,sub-001,AY,0.10755976997327532,0.005954200122843503,0.08562171833589666,626
13,sub-001,OY,0.04221205669285372,0.005816735306129754,0.057154298082869516,110
14,sub-001,AW,0.07499820596188074,0.005283671065336925,0.07953025568443688,264
15,sub-001,Y,0.03740582970691703,0.003104865338035483,0.11760028726787727,190
16,sub-001,L,0.07690191704015453,0.004097772651238384,0.08477952814267468,1392
17,sub-001,R,0.1048316699575478,0.004919442330211824,0.10050827274128243,1133
18,sub-001,W,0.15733427633088484,0.004837364042624449,0.11528410309548283,946
19,sub-001,B,0.6652390261259296,0.0014460358213638014,0.08342835410026078,725
20,sub-001,D,0.43314040717576996,0.0009534943346348497,0.054783281069775806,1761
21,sub-001,F,0.050280540419499,0.0011349246706897785,0.0850352697411521,715
22,sub-001,HH,0.10794641100959272,0.0019788905816356724,0.05577150004720098,1070
23,sub-001,K,0.1806002875096648,0.0018068999691906232,0.07039753173020015,931
24,sub-001,M,0.05131488240208738,0.0022700018183277916,0.07514620227175837,952
25,sub-001,N,0.0974646944725285,0.0016651367025733756,0.06960200402678278,2373
26,sub-001,P,0.0633606244603656,0.0010814952595225788,0.07317871602082128,455
27,sub-001,S,0.14482647783588973,0.001203175727516339,0.089617974278109,1278
28,sub-001,T,0.5157747933556913,0.0015083247821953212,0.07712549259662313,2432
29,sub-001,V,0.0366078283103104,0.001800021258308774,0.05318383838383839,500
30,sub-001,Z,0.08978907852416701,0.0012825042522608323,0.0513880372385215,944
31,sub-001,DH,0.0900368502500782,0.001417672660096568,0.08007740691634159,1577
32,sub-001,NG,0.05278102676162068,0.002139221148471459,0.08201650623827951,382
33,sub-001,G,0.03704998944370081,0.0019330010528804966,0.10126103171965585,295
34,sub-001,SH,0.06688903601242234,0.003026548816605948,0.06900716213738914,279
35,sub-001,CH,0.03282756517146619,0.0017414162722957835,0.049105728292572516,118
36,sub-001,TH,0.023488250438016448,0.000977765531276409,0.07807345160286337,210
37,sub-001,ZH,0.0040404857758291664,0.002787920316060384,0.10024999999999999,5
38,sub-001,JH,0.02766921662076253,0.00227178868038509,0.07192611023805368,83
0,sub-002,IY,0.07180124273650841,0.003489085941800727,0.0716426874336437,1349
1,sub-002,OW,0.05218689527009954,0.0043541044042321895,0.07542279704553181,607
2,sub-002,AE,0.06058651187069465,0.006931779914101594,0.08205709516098753,721
3,sub-002,AA,0.046698488481028644,0.005679000119180113,0.06051876764022296,445
4,sub-002,EH,0.035177669006098186,0.006138875847706132,0.0813697448883545,963
5,sub-002,ER,0.036348824491756436,0.004988506932666679,0.08705811770971346,752
6,sub-002,IH,0.060329018379551555,0.003940573912407193,0.08274110856463797,1870
7,sub-002,UH,0.016677203655576636,0.004253789146951239,0.07313111245477143,227
8,sub-002,AH,0.08647241056921692,0.0049274698832071015,0.07982897631324444,3655
9,sub-002,AO,0.05804066563228079,0.004308807680753006,0.07683076391587858,581
10,sub-002,UW,0.03561379630225633,0.0017324031971243884,0.07266879366508079,404
11,sub-002,EY,0.028047322337829386,0.0034973143939532408,0.07274070303102899,517
12,sub-002,AY,0.060525851981123584,0.005954200122843503,0.08562171833589666,626
13,sub-002,OY,0.02119066770663957,0.005816735306129754,0.057154298082869516,110
14,sub-002,AW,0.0626442607188951,0.005283671065336925,0.07953025568443688,264
15,sub-002,Y,0.027920077351355706,0.003104865338035483,0.11760028726787727,190
16,sub-002,L,0.06708993914785846,0.004097772651238384,0.08477952814267468,1392
17,sub-002,R,0.033109853859292784,0.004919442330211824,0.10050827274128243,1133
18,sub-002,W,0.045065154086375236,0.004837364042624449,0.11528410309548283,946
19,sub-002,B,0.038211873020458365,0.0014460358213638014,0.08342835410026078,725
20,sub-002,D,0.04670911343980184,0.0009534943346348497,0.054783281069775806,1761
21,sub-002,F,0.03937951983268876,0.0011349246706897785,0.0850352697411521,715
22,sub-002,HH,0.042132278893606684,0.0019788905816356724,0.05577150004720098,1070
23,sub-002,K,0.04382966122416976,0.0018068999691906232,0.07039753173020015,931
24,sub-002,M,0.06211365401076176,0.0022700018183277916,0.07514620227175837,952
25,sub-002,N,0.05140121976058905,0.0016651367025733756,0.06960200402678278,2373
26,sub-002,P,0.045300414259559774,0.0010814952595225788,0.07317871602082128,455
27,sub-002,S,0.10307063329888752,0.001203175727516339,0.089617974278109,1278
28,sub-002,T,0.09188760745903142,0.0015083247821953212,0.07712549259662313,2432
29,sub-002,V,0.02364603486163932,0.001800021258308774,0.05318383838383839,500
30,sub-002,Z,0.046785421590945696,0.0012825042522608323,0.0513880372385215,944
31,sub-002,DH,0.04200187473451215,0.001417672660096568,0.08007740691634159,1577
32,sub-002,NG,0.029537089982111922,0.002139221148471459,0.08201650623827951,382
33,sub-002,G,0.02580224354882206,0.0019330010528804966,0.10126103171965585,295
34,sub-002,SH,0.038922459136356446,0.003026548816605948,0.06900716213738914,279
35,sub-002,CH,0.0260054116932417,0.0017414162722957835,0.049105728292572516,118
36,sub-002,TH,0.023363367326714183,0.000977765531276409,0.07807345160286337,210
37,sub-002,ZH,0.0020396803879354285,0.002787920316060384,0.10024999999999999,5
38,sub-002,JH,0.014493213472477614,0.00227178868038509,0.07192611023805368,83
0,sub-003,IY,0.07392595833434604,0.003489085941800727,0.0716426874336437,1349
1,sub-003,OW,0.029371353656808947,0.0043541044042321895,0.07542279704553181,607
