,subject_id,weight,phoneme
79,2,0.051840825063884335,OW
80,2,0.10648770026288855,AE
81,2,0.09228575747929522,AA
82,2,0.052391802138633196,EH
83,2,0.08391774482345478,ER
84,2,0.06185747641936556,IH
85,2,0.02681184292842632,UH
86,2,0.1476952718914919,AH
87,2,0.11247604380209593,AO
88,2,0.04342027490610429,UW
89,2,0.04693880635839781,EY
90,2,0.061109853445344677,AY
91,2,0.0414904718788382,OY
92,2,0.09232090866722294,AW
93,2,0.03131758703088065,Y
94,2,0.0745147887730038,L
95,2,0.04940778551150834,R
96,2,0.0797109433782047,W
97,2,0.060191869804735454,B
98,2,0.06803091528340591,D
99,2,0.043630064520251734,F
100,2,0.05094803990067147,HH
101,2,0.0864105267428438,K
102,2,0.05708568796608696,M
103,2,0.13708199037428165,N
104,2,0.11269514056566551,P
105,2,0.10601631125708241,S
106,2,0.15213211478399827,T
107,2,0.03882075828161866,V
108,2,0.07963358644975803,Z
109,2,0.08587938688171053,DH
110,2,0.046599246790439794,NG
111,2,0.03505439867836074,G
112,2,0.06443319917915502,SH
113,2,0.02410904263021576,CH
114,2,0.025379556444247758,TH
115,2,0.0037115691215451486,ZH
116,2,0.027595116321876677,JH
117,3,0.09008010896828376,IY
118,3,0.06086936095123299,OW
119,3,0.04981714343701192,AE
120,3,0.0372020937789834,AA
121,3,0.055742138376285624,EH
122,3,0.06512323872639013,ER
123,3,0.06422755429690237,IH
124,3,0.02045576564471909,UH
125,3,0.12050730652439288,AH
126,3,0.06721616416119121,AO
127,3,0.03867848932045937,UW
128,3,0.05492452879066785,EY
129,3,0.09986550291887304,AY
130,3,0.03147864751164349,OY
131,3,0.0634115969257449,AW
132,3,0.02820992237821638,Y
133,3,0.0864171998386634,L
134,3,0.05035152386202044,R
135,3,0.0735598718434889,W
136,3,0.06686463503159837,B
137,3,0.12112386080363248,D
138,3,0.05808171105211689,F
139,3,0.06201199964342479,HH
140,3,0.05811048941876671,K
141,3,0.042241310416681645,M
142,3,0.07038057274178916,N
143,3,0.05571794912866169,P
144,3,0.1256268759697546,S
145,3,0.0859935154038703,T
146,3,0.03986943787241006,V
147,3,0.0753622796463927,Z
148,3,0.055989697749721,DH
149,3,0.04436916815222743,NG
150,3,0.03464863395517894,G
151,3,0.047938103021310276,SH
152,3,0.025628962680837718,CH
153,3,0.029541828491079558,TH
154,3,0.0024117896357461195,ZH
155,3,0.01685424392744575,JH
156,4,0.16215098545911613,IY
157,4,0.08660266349412182,OW
158,4,0.13081263355134864,AE
159,4,0.09094399375450873,AA
160,4,0.0728299447206067,EH
161,4,0.1048573125005686,ER
162,4,0.11785955538680158,IH
163,4,0.08075971552737933,UH
164,4,0.09866691721022824,AH
165,4,0.1577698767627334,AO
166,4,0.0901637944856131,UW
167,4,0.07148467356074399,EY
168,4,0.11352970802070743,AY
169,4,0.039548252339887006,OY
170,4,0.09377934968522003,AW
171,4,0.03269979865483445,Y
172,4,0.1594198664391657,L
173,4,0.06356711707058098,R
174,4,0.09937909816440771,W
175,4,0.11442020779465036,B
176,4,0.14126017974095967,D
177,4,0.12637586419804786,F
178,4,0.08399643435243553,HH
179,4,0.20801131560232253,K
180,4,0.14016531653928518,M
181,4,0.11185098826794947,N
182,4,0.0894767728903488,P
183,4,0.18164128071048502,S
184,4,0.11898356021795674,T
185,4,0.0454412221215438,V
186,4,0.21104179116240313,Z
187,4,0.08332553367413972,DH
188,4,0.0689472116585083,NG
189,4,0.07967248924794625,G
190,4,0.07807565678227599,SH
191,4,0.040680992494544745,CH
192,4,0.04050937353441158,TH
193,4,0.004405834104261569,ZH
194,4,0.05430910699855722,JH
195,5,0.10244593199253678,IY
196,5,0.12293469008728443,OW
197,5,0.10105889800929516,AE
198,5,0.06688025512063585,AA
199,5,0.08135977965441503,EH
200,5,0.11198688510926322,ER
201,5,0.1372664229607983,IH
202,5,0.046034706766533776,UH
203,5,0.137743502362177,AH
204,5,0.11053665178694821,AO
205,5,0.054758927753529446,UW
206,5,0.11823095167762121,EY
207,5,0.11843333235699065,AY
208,5,0.09204061082923096,OY
209,5,0.06586592601232731,AW
210,5,0.033176672140626584,Y
211,5,0.12345112332114588,L
212,5,0.04877796934769112,R
213,5,0.09081561426499564,W
214,5,0.09647408756695693,B
215,5,0.14091284323870487,D
216,5,0.1001494069836632,F
217,5,0.09730802563133024,HH
218,5,0.07440813383923187,K
219,5,0.05455734082738483,M
220,5,0.09729053396753903,N
221,5,0.06595689169092908,P
222,5,0.1533957105933054,S
223,5,0.18711988924839157,T
224,5,0.031351617882880024,V
225,5,0.15957653009163222,Z
226,5,0.08399266008378391,DH
227,5,0.12479364758976275,NG
228,5,0.04279817161602779,G
229,5,0.06066367300950463,SH
230,5,0.05031853531620844,CH
231,5,0.05541194563516622,TH
232,5,0.007630091855057517,ZH
233,5,0.0360901312132852,JH
234,6,0.09154238649412293,IY
235,6,0.09424588055368863,OW
236,6,0.0847425811742145,AE
237,6,0.0551086948466432,AA
238,6,0.0793581661047063,EH
239,6,0.07239564127481313,ER
240,6,0.06806830656464655,IH
241,6,0.036120000441276785,UH
242,6,0.07739044040021999,AH
243,6,0.05779741199573767,AO
244,6,0.03184716608057094,UW
245,6,0.038187054064298856,EY
246,6,0.1029321175861408,AY
247,6,0.03351541956812437,OY
248,6,0.05229934182191001,AW
249,6,0.018468625192488656,Y
250,6,0.08165212904984394,L
251,6,0.053442340565756086,R
252,6,0.07608620021957893,W
253,6,0.04210259948756716,B
254,6,0.05466048124394495,D
255,6,0.060291607533632656,F
256,6,0.039036156409175904,HH
257,6,0.05397876249086078,K
258,6,0.05662755570715893,M
259,6,0.0699152820453916,N
260,6,0.04146896320267288,P
261,6,0.13814699171319358,S
262,6,0.08212397285597954,T
263,6,0.03682374558680747,V
264,6,0.06968778752374746,Z
265,6,0.04520946441489264,DH
266,6,0.07014195353054543,NG
267,6,0.05160294541317478,G
268,6,0.04178469352242979,SH
269,6,0.029762637605258328,CH
270,6,0.02285333799653582,TH
271,6,0.0021287809920318645,ZH
272,6,0.03902588560879547,JH
273,7,0.09963738786722864,IY
274,7,0.057539954564226135,OW
275,7,0.06754385026374934,AE
276,7,0.06957161235707131,AA
277,7,0.06827141067807338,EH
278,7,0.06045894904106223,ER
279,7,0.07243093871841241,IH
280,7,0.031077837489490757,UH
281,7,0.15655527384271556,AH
282,7,0.07194480359646882,AO
283,7,0.04494775182157782,UW
284,7,0.04932460424461668,EY
285,7,0.09555998755831664,AY
286,7,0.0434739080087587,OY
287,7,0.0714287555888667,AW
288,7,0.026453061747638996,Y
289,7,0.10904180154109482,L
290,7,0.04084358400373012,R
291,7,0.05187688478278456,W
292,7,0.05155999244558959,B
293,7,0.14740992684560222,D
294,7,0.0781199547552378,F
295,7,0.06568376068329539,HH
296,7,0.11310856986349688,K
297,7,0.06386516269862227,M
298,7,0.09016178482573196,N
299,7,0.04768258029269501,P
300,7,0.10598309940452476,S
301,7,0.11434775496570336,T
302,7,0.04476346923505799,V
303,7,0.07317740082936053,Z
304,7,0.09435027640985015,DH
305,7,0.047452953393157776,NG
306,7,0.032506955106892645,G
307,7,0.04098788176194226,SH
308,7,0.038069299019210974,CH
309,7,0.02371723229706602,TH
310,7,0.0027167813086216735,ZH
311,7,0.018793810372884384,JH
312,8,0.11724530212545996,IY
313,8,0.043354150788241265,OW
314,8,0.06674117303200817,AE
315,8,0.038719263374600174,AA
316,8,0.040572562334527794,EH
317,8,0.0440206328321777,ER
318,8,0.07007031183264197,IH
319,8,0.01727664545845797,UH
320,8,0.0849919133633602,AH
321,8,0.042125090216173375,AO
322,8,0.03866590083160222,UW
323,8,0.06151371744596143,EY
324,8,0.05522934663758067,AY
325,8,0.022297519799199927,OY
326,8,0.05190874464556641,AW
327,8,0.014371939386657729,Y
328,8,0.07112806579663636,L
329,8,0.035606928930848054,R
330,8,0.05806659859211699,W
331,8,0.029196383020867876,B
332,8,0.059721378434856746,D
333,8,0.0337235444972148,F
334,8,0.04434643015078398,HH
335,8,0.05780305398186132,K
336,8,0.0524957049929234,M
337,8,0.05794766689114031,N
338,8,0.04876400301969447,P
339,8,0.12918851292210326,S
340,8,0.08999977218303283,T
341,8,0.02537084834569516,V
342,8,0.06740533314705317,Z
343,8,0.0524370625028518,DH
344,8,0.04360209210601148,NG
345,8,0.04886772403841989,G
346,8,0.04299972452863639,SH
347,8,0.0378253691820359,CH
348,8,0.023768051494052724,TH
349,8,0.0016530397044122952,ZH
350,8,0.020617413762996164,JH
351,9,0.09627748379025461,IY
352,9,0.08334118826983271,OW
353,9,0.08460483824195776,AE
354,9,0.062100223742505525,AA
355,9,0.12826284234797428,EH
356,9,0.08391568140401738,ER
357,9,0.0762272370268584,IH
358,9,0.03153354518545487,UH
359,9,0.13107683874034914,AH
360,9,0.05624480801646444,AO
361,9,0.04318710810297379,UW
362,9,0.06409938972404629,EY
363,9,0.08017621920401599,AY
364,9,0.044093955733160134,OY
365,9,0.09793068338220219,AW
366,9,0.03576150236424862,Y
367,9,0.08566388716044371,L
368,9,0.062388169200120316,R
369,9,0.07325894355763164,W
370,9,0.09497163811303606,B
371,9,0.09398334366128482,D
372,9,0.08882948751560014,F
373,9,0.044712063096033566,HH
374,9,0.09111887990337328,K
375,9,0.06550155913399862,M
376,9,0.08625954016251224,N
377,9,0.060491252681973764,P
378,9,0.1756986466697659,S
379,9,0.13556003530836866,T
380,9,0.04698703753612344,V
381,9,0.11628151612054226,Z
382,9,0.06666381597039386,DH
383,9,0.046826221041587665,NG
384,9,0.05207402399215525,G
385,9,0.08685686300887664,SH
386,9,0.048112808322994,CH
387,9,0.03690418441252799,TH
388,9,0.004034502761212716,ZH
389,9,0.029291331232651593,JH
390,10,0.2006122933636565,IY
391,10,0.23792621704600433,OW
392,10,0.12142328796608091,AE
393,10,0.06259505970446552,AA
394,10,0.14804618394150448,EH
395,10,0.21970114818642056,ER
396,10,0.18730078060648017,IH
397,10,0.05632541620722662,UH
398,10,0.11997251261365187,AH
399,10,0.17863661756760596,AO
400,10,0.05920224063614614,UW
401,10,0.154929326665548,EY
402,10,0.2603253112210149,AY
403,10,0.18231681473345288,OY
404,10,0.10453121000369527,AW
405,10,0.044817414018271926,Y
406,10,0.14511358782490924,L
407,10,0.10149313699082665,R
408,10,0.2420500607071666,W
409,10,0.15893243318997316,B
410,10,0.09000344339236546,D
411,10,0.1585022360801763,F
412,10,0.05872322595162315,HH
413,10,0.20802307009383436,K
414,10,0.14191676948369147,M
415,10,0.1179792490633228,N
416,10,0.13972922674726626,P
417,10,0.2147246683804605,S
418,10,0.21125467813809062,T
419,10,0.07129303965541058,V
420,10,0.3184114899596155,Z
421,10,0.07536381347365921,DH
422,10,0.10017361666432562,NG
423,10,0.10742860747522812,G
424,10,0.11692145976355316,SH
425,10,0.06261496615110622,CH
426,10,0.07120495783095414,TH
427,10,0.01016545907466486,ZH
428,10,0.06853522618560141,JH
429,11,0.08414539564128289,IY
430,11,0.03726035439622983,OW
431,11,0.04538319373556396,AE
432,11,0.04148315260602033,AA
433,11,0.06712032327600415,EH
434,11,0.0505577265413454,ER
435,11,0.043141705104680836,IH
436,11,0.02295888536308003,UH
437,11,0.08461121725696279,AH
438,11,0.04667526469597509,AO
439,11,0.03773381534919858,UW
440,11,0.049325020896785234,EY
441,11,0.047610299490175347,AY
442,11,0.02686370790502472,OY
443,11,0.062497906772383406,AW
444,11,0.017371732580779755,Y
445,11,0.04640694477519692,L
446,11,0.036356995121252435,R
447,11,0.05609099668202758,W
448,11,0.05819839489799502,B
449,11,0.06057763453729482,D
450,11,0.042247793472776386,F
451,11,0.036457834697659064,HH
452,11,0.05042442360918849,K
453,11,0.06652754177674344,M
454,11,0.06661344642278856,N
455,11,0.04066429238988425,P
456,11,0.08902564300526641,S
457,11,0.07063773841928049,T
458,11,0.02982463893646241,V
459,11,0.06369359736796229,Z
460,11,0.07326280667845318,DH
461,11,0.03503730292970184,NG
462,11,0.02512668279300478,G
463,11,0.03586748855246364,SH
464,11,0.015625704734367644,CH
465,11,0.027195980431994858,TH
466,11,0.0053340144586747915,ZH
467,11,0.01794287298992028,JH
468,12,0.0850336533520936,IY
469,12,0.07080853106929698,OW
470,12,0.05831996251437812,AE
471,12,0.04540916697606996,AA
472,12,0.0443300661875143,EH
473,12,0.055622073769586666,ER
474,12,0.05077701112040355,IH
475,12,0.02551554756444322,UH
476,12,0.0952106902064183,AH
477,12,0.05444154048710943,AO
478,12,0.04283142867074585,UW
479,12,0.04765990772273331,EY
480,12,0.0823428336226577,AY
481,12,0.027813906342686216,OY
482,12,0.060731713582012924,AW
483,12,0.03257518026742776,Y
484,12,0.07858198436304169,L
485,12,0.048437588347044626,R
486,12,0.06387224436357894,W
487,12,0.065812906567848,B
488,12,0.06453658601264886,D
489,12,0.05029559340661138,F
490,12,0.0399051663448279,HH
491,12,0.052543301110452134,K
492,12,0.03552527101253077,M
493,12,0.07022415579970766,N
494,12,0.03443480560758088,P
495,12,0.08047899266849537,S
496,12,0.11334413824232273,T
497,12,0.03832864261442035,V
498,12,0.0620551353768692,Z
499,12,0.0502769749711308,DH
500,12,0.057861347112625444,NG
501,12,0.029126897020066867,G
502,12,0.028621602325926265,SH
503,12,0.034962368570097595,CH
504,12,0.018463889043499677,TH
505,12,0.0033549959712716277,ZH
506,12,0.014617712961038478,JH
507,13,0.25611859999439285,IY
508,13,0.1591437708121843,OW
509,13,0.122325999974986,AE
510,13,0.1278228857219705,AA
511,13,0.10786422242540537,EH
512,13,0.13561679250388722,ER
513,13,0.12224380016803642,IH
514,13,0.03531743500099881,UH
515,13,0.1440396254163209,AH
516,13,0.06695888275078957,AO
517,13,0.06946344235977077,UW
518,13,0.15311764727850566,EY
519,13,0.26203145654999144,AY
520,13,0.0774629654957522,OY
521,13,0.18377783317759527,AW
522,13,0.07733426020449634,Y
523,13,0.17357220688498493,L
524,13,0.10267847068006279,R
525,13,0.28969582972830393,W
526,13,0.12021686197263791,B
527,13,0.3506950920432727,D
528,13,0.13292385254609534,F
529,13,0.08757001410018751,HH
530,13,0.16339349328841885,K
531,13,0.14595309038438894,M
532,13,0.17053000778568458,N
533,13,0.10841841375848003,P
534,13,0.20919332658515838,S
535,13,0.2642531145812961,T
536,13,0.13421557738285972,V
537,13,0.28356806612594754,Z
538,13,0.18314276628847567,DH
539,13,0.20044585589087785,NG
540,13,0.07568367952461734,G
541,13,0.17179014042497762,SH
542,13,0.06651556171620145,CH
543,13,0.11031977043489052,TH
544,13,0.017639643946792023,ZH
545,13,0.0599702640211041,JH
546,14,0.12885281186461828,IY
547,14,0.05073972565525276,OW
548,14,0.0840396906541461,AE
549,14,0.047509395860670815,AA
550,14,0.05535110670886743,EH
551,14,0.0845455616567752,ER
552,14,0.04770153409051352,IH
553,14,0.04740158585359066,UH
554,14,0.0662746177628799,AH
555,14,0.06034620891904203,AO
556,14,0.02842697866089096,UW
557,14,0.06125477145413888,EY
558,14,0.0776970860967019,AY
559,14,0.0387037213611911,OY
560,14,0.0925502828493451,AW
561,14,0.01958514458432943,Y
562,14,0.08167947608296054,L
563,14,0.04869559791696822,R
564,14,0.07853748399858311,W
565,14,0.04633663092470082,B
566,14,0.06205718096195437,D
567,14,0.04594911721403805,F
568,14,0.04036090796616109,HH
569,14,0.040320241623999234,K
570,14,0.0405692336875686,M
571,14,0.07082386631362066,N
572,14,0.049293908164051325,P
573,14,0.08732210093577204,S
574,14,0.10652384040971244,T
575,14,0.02489295107776574,V
576,14,0.08819957906337153,Z
577,14,0.04547921478421471,DH
578,14,0.046470789506850234,NG
579,14,0.06906550987198935,G
580,14,0.038496849189693184,SH
581,14,0.05273415763908145,CH
582,14,0.022245698572022583,TH
583,14,0.00401941788021544,ZH
584,14,0.024623576435339658,JH
585,15,0.11890981764521734,IY
586,15,0.07699571285402912,OW
587,15,0.11175750932883874,AE
588,15,0.0426725695980195,AA
589,15,0.1018738684974258,EH
590,15,0.16611916624840906,ER
591,15,0.08815384274373614,IH
592,15,0.04067743234387087,UH
593,15,0.10191483197464038,AH
594,15,0.0937822276080815,AO
595,15,0.11013693677917033,UW
596,15,0.06508970204834622,EY
597,15,0.1760047889464564,AY
598,15,0.07903335488459443,OY
599,15,0.08788225290725206,AW
600,15,0.05617201123236495,Y
601,15,0.08357309696146299,L
602,15,0.11225453210854926,R
603,15,0.07891789593324117,W
604,15,0.07194551536396093,B
605,15,0.07485082963470135,D
606,15,0.0666606304384424,F
607,15,0.07513475103612133,HH
608,15,0.0874641396786085,K
609,15,0.08595232484551847,M
610,15,0.10559529328156401,N
611,15,0.09970324767387506,P
612,15,0.1183082030035634,S
613,15,0.1956275169558264,T
614,15,0.08686526176565672,V
615,15,0.08169463301128982,Z
616,15,0.08778247732651165,DH
617,15,0.07147410496079264,NG
618,15,0.06632596301756713,G
619,15,0.0636616504581663,SH
620,15,0.09825822290785509,CH
621,15,0.028090922125177043,TH
622,15,0.005042719128904571,ZH
623,15,0.039945947319948494,JH
624,16,0.09922774078927199,IY
625,16,0.05270378628673816,OW
626,16,0.07876966397123972,AE
627,16,0.047919170882225894,AA
628,16,0.056087648248225944,EH
629,16,0.07698238057208213,ER
630,16,0.10965805064476833,IH
631,16,0.027945242722427936,UH
632,16,0.13853155352020532,AH
633,16,0.05936573264694222,AO
634,16,0.06422481338078258,UW
635,16,0.057394619677131754,EY
636,16,0.0527134551688481,AY
637,16,0.04551108376185144,OY
638,16,0.04998356704657412,AW
639,16,0.018825439271786048,Y
640,16,0.09509784556680366,L
641,16,0.047444328675448365,R
642,16,0.10799506302889982,W
643,16,0.061664112796100394,B
644,16,0.06558567116162732,D
645,16,0.08762281069520522,F
646,16,0.06278940703976542,HH
647,16,0.10623519436577966,K
648,16,0.05490599800723409,M
649,16,0.12893062354903018,N
650,16,0.053711130378677155,P
651,16,0.126156890241637,S
652,16,0.14999806727171555,T
653,16,0.030073373487367355,V
654,16,0.06398090351917056,Z
655,16,0.07602072681708273,DH
656,16,0.07914716113574434,NG
657,16,0.03764954000361982,G
658,16,0.06575178764271039,SH
659,16,0.024145840790387146,CH
660,16,0.030365430640822814,TH
661,16,0.0034257663527432094,ZH
662,16,0.025987223037335604,JH
663,17,0.07934256361254112,IY
664,17,0.07019728554177548,OW
665,17,0.05805209442858144,AE
666,17,0.07567222062976475,AA
667,17,0.06158188400049244,EH
668,17,0.06016809290426053,ER
669,17,0.08323067859542443,IH
670,17,0.02055321974888741,UH
671,17,0.11422245504032733,AH
672,17,0.05242483137019201,AO
673,17,0.05119889616002919,UW
674,17,0.06612320438160857,EY
675,17,0.07805842689082527,AY
676,17,0.037753782114231124,OY
677,17,0.07625884656656683,AW
678,17,0.024887258550129278,Y
679,17,0.06865240235430352,L
680,17,0.04494232699305457,R
681,17,0.07041781796922533,W
682,17,0.07354909471761385,B
683,17,0.07207517628465297,D
684,17,0.0530200001461384,F
685,17,0.05260595702810421,HH
686,17,0.09154436962358888,K
687,17,0.06396590895851288,M
688,17,0.06574750863563143,N
689,17,0.056389971320310026,P
690,17,0.09042131621357907,S
691,17,0.12892757909226224,T
692,17,0.03530580431738066,V
693,17,0.07382056794476864,Z
694,17,0.0957792713162882,DH
695,17,0.04476918442888765,NG
696,17,0.041380747277115194,G
697,17,0.062114809179034426,SH
698,17,0.06361183798025166,CH
699,17,0.029636669978797287,TH
700,17,0.0028407963563031042,ZH
701,17,0.01945223057392981,JH
702,18,0.10156281000287075,IY
703,18,0.06019978953269435,OW
704,18,0.08747370091904356,AE
705,18,0.06533559213079272,AA
706,18,0.05500599427720076,EH
707,18,0.0702405102129414,ER
708,18,0.10169238742130525,IH
709,18,0.024206479142025575,UH
710,18,0.09634190154150804,AH
711,18,0.08968721998215202,AO
712,18,0.061616281309138966,UW
713,18,0.04906915301056195,EY
714,18,0.06798369387081388,AY
715,18,0.044053010511655756,OY
716,18,0.06646744587224307,AW
717,18,0.028493972728193245,Y
718,18,0.11114949223945288,L
719,18,0.06225762591901882,R
720,18,0.08218145986492513,W
721,18,0.059209357864810006,B
722,18,0.07144035096029441,D
723,18,0.0650040046150201,F
724,18,0.05695794320081836,HH
725,18,0.08199645303952903,K
726,18,0.05520771000569908,M
727,18,0.10683241679472048,N
728,18,0.07353514577300051,P
729,18,0.11782820056433468,S
730,18,0.11117237855375414,T
731,18,0.0250690253164586,V
732,18,0.08088445906846597,Z
733,18,0.07225374634863466,DH
734,18,0.04250965185111366,NG
735,18,0.03668679154955698,G
736,18,0.04422789749441493,SH
737,18,0.035123667803032096,CH
738,18,0.036128853384716844,TH
739,18,0.003137297554902319,ZH
740,18,0.021201431749244354,JH
